SeqNum,@id,@notation,@status,dct:description,rdf:type,rdfs:label,skos:notation,I-ADOPT Type,Comment,OoI,Property,Constraints
211,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/476>,476,stable,"'IUPAC: benzene, PubChem CID: 241, CAS Number: 71-43-2, in gas phase'@en",skos:Concept,C6H6 (benzene),'476',OoI,,C6H6 (benzene),,
212,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/477>,477,stable,"'sum of 3-methylpentane and cyclohexane, in gas phase'@en",skos:Concept,"C6Hn, n={14, 12} (sum of 3-methylpentane and cyclohexane)",'477',OoI,,"C6Hn, n={14, 12} (sum of 3-methylpentane and cyclohexane)",,
213,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/478>,478,stable,"'sum of 2,2-dimethylbutane and methylcyclopentane, in gas phase'@en",skos:Concept,"C6Hn, n={14, 12} (sum of 2,2-dimethylbutane and methylcyclopentane)",'478',OoI,,"C6Hn, n={14, 12} (sum of 2,2-dimethylbutane and methylcyclopentane)",,
214,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/479>,479,stable,"'sum of 2,3-dimethylbutane and methylcyclopentane, in gas phase'@en",skos:Concept,"C6Hn, n={14, 12} (sum of 2,3-dimethylbutane and methylcyclopentane)",'479',OoI,,"C6Hn, n={14, 12} (sum of 2,3-dimethylbutane and methylcyclopentane)",,
215,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/480>,480,stable,''@en,skos:Concept,C7H16 (sum of methylhexanes),'480',OoI,,C7H16 (sum of methylhexanes),,
216,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/481>,481,stable,''@en,skos:Concept,C7H6O (benzene carbaldehyde),'481',OoI,,C7H6O (benzene carbaldehyde),,
217,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/482>,482,stable,"'IUPAC: toluene, PubChem CID: 1140, CAS Number: 108-88-3, in gas phase'@en",skos:Concept,C7H8 (toluene),'482',OoI,,C7H8 (toluene),,
218,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/483>,483,stable,"'IUPAC: ethylbenzene, PubChem CID: 7500, CAS Number: 100-41-4, in gas phase'@en",skos:Concept,C8H10 (ethylbenzene),'483',OoI,,C8H10 (ethylbenzene),,
219,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/484>,484,stable,"'IUPAC: 1,3-xylene, PubChem CID: 7929, CAS Number: 108-38-3, in gas phase'@en",skos:Concept,C8H10 (m-xylene),'484',OoI,,C8H10 (m-xylene),,
220,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/485>,485,stable,"'IUPAC: 1,2-xylene, PubChem CID: 7237, CAS Number: 95-47-6, in gas phase'@en",skos:Concept,C8H10 (o-xylene),'485',OoI,,C8H10 (o-xylene),,
221,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/486>,486,stable,''@en,skos:Concept,"C8H10 (Sum of p-xylene and m-xylene, 1,3- and 1,4-dimethylbenzene)",'486',OoI,,"C8H10 (Sum of p-xylene and m-xylene, 1,3- and 1,4-dimethylbenzene)",,
222,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/487>,487,stable,"'IUPAC: 1,2,4-trimethylbenzene, PubChem CID: 7247, CAS Number: 95-36-3, in gas phase'@en",skos:Concept,"C9H12 (1,2,4-trimethylbenzene)",'487',OoI,,"C9H12 (1,2,4-trimethylbenzene)",,
223,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/488>,488,stable,"'IUPAC: 1,3,5-trimethylbenzene, PubChem CID: 7947, CAS Number: 108-67-8, in gas phase'@en",skos:Concept,"C9H12 (1,3,5-trimethylbenzene)",'488',OoI,,"C9H12 (1,3,5-trimethylbenzene)",,
224,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/489>,489,stable,"'IUPAC: formaldehyde, PubChem CID: 712, CAS Number: 50-00-0, in gas phase'@en",skos:Concept,"CH2O (methanal, formaldehyde)",'489',OoI,,"CH2O (methanal, formaldehyde)",,
225,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/490>,490,stable,"'IUPAC: ethanol, PubChem CID: 702, CAS Number: 64-17-5, in gas phase'@en",skos:Concept,CH3CH2OH (ethanol),'490',OoI,,CH3CH2OH (ethanol),,
226,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/491>,491,stable,"'IUPAC: acetaldehyde, PubChem CID: 177, CAS Number: 75-07-0, in gas phase'@en",skos:Concept,"CH3CHO (acetaldehyde, ethanal)",'491',OoI,,"CH3CHO (acetaldehyde, ethanal)",,
227,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/492>,492,stable,"'IUPAC: acetonitrile, PubChem CID: 6342, CAS Number: 75-05-8, in gas phase'@en",skos:Concept,CH3CN (acetonitrile),'492',OoI,,CH3CN (acetonitrile),,
228,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/493>,493,stable,"'IUPAC: methanol, PubChem CID: 887, CAS Number: 67-56-1, in gas phase'@en",skos:Concept,CH3OH (methanol),'493',OoI,,CH3OH (methanol),,
229,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/494>,494,stable,''@en,skos:Concept,NMHC,'494',OoI,,NMHC,,
230,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/495>,495,stable,"'IUPAC: (Z)-but-2-ene, PubChem CID: 5287573, CAS Number: 590-18-1, in gas phase'@en",skos:Concept,c-C4H8 (cis-2-butene),'495',OoI,,c-C4H8 (cis-2-butene),,
231,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/496>,496,stable,"'IUPAC: (Z)-pent-2-ene, PubChem CID: 5326160, CAS Number: 627-20-3, in gas phase'@en",skos:Concept,c-C5H10 (cis-2-pentene),'496',OoI,,c-C5H10 (cis-2-pentene),,
232,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/497>,497,stable,"'IUPAC: 2-methylpropane, PubChem CID: 6360, CAS Number: 75-28-5, in gas phase'@en",skos:Concept,"i-C4H10 (2-methylpropane, iso-butane)",'497',OoI,,"i-C4H10 (2-methylpropane, iso-butane)",,
233,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/498>,498,stable,"'IUPAC: 2-methylprop-1-ene, PubChem CID: 8255, CAS Number: 115-11-7, in gas phase'@en",skos:Concept,"i-C4H8 (2-methylpropene, iso-butene)",'498',OoI,,"i-C4H8 (2-methylpropene, iso-butene)",,
234,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/499>,499,stable,"'IUPAC: 2-methylbutane, PubChem CID: 6556, CAS Number: 78-78-4, in gas phase'@en",skos:Concept,"i-C5H12 (2-methylbutane, iso-pentane)",'499',OoI,,"i-C5H12 (2-methylbutane, iso-pentane)",,
235,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/500>,500,stable,"'IUPAC: 2-methylhexane, PubChem CID: 11582, CAS Number: 591-76-4, in gas phase'@en",skos:Concept,"i-C7H16 (2-methylhexane, isoheptane)",'500',OoI,,"i-C7H16 (2-methylhexane, isoheptane)",,
236,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/501>,501,stable,"'IUPAC: butane, PubChem CID: 7843, CAS Number: 106-97-8, in gas phase'@en",skos:Concept,n-C4H10 (n-butane),'501',OoI,,n-C4H10 (n-butane),,
237,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/502>,502,stable,"'IUPAC: pentane, PubChem CID: 8003, CAS Number: 109-66-0, in gas phase'@en",skos:Concept,n-C5H12 (n-pentane),'502',OoI,,n-C5H12 (n-pentane),,
238,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/503>,503,stable,"'IUPAC: heptane, PubChem CID: 8900, CAS Number: 142-82-5, in gas phase'@en",skos:Concept,n-C7H16 (n-heptane),'503',OoI,,n-C7H16 (n-heptane),,
239,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/504>,504,stable,"'IUPAC: (E)-but-2-ene, PubChem CID: 62695, CAS Number: 107-01-7, in gas phase'@en",skos:Concept,t-C4H8 (trans-2-butene),'504',OoI,,t-C4H8 (trans-2-butene),,
240,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/505>,505,stable,"'IUPAC: (E)-pent-2-ene, PubChem CID: 5326161, CAS Number: 109-68-2, in gas phase'@en",skos:Concept,t-C5H10 (trans-2-pentene),'505',OoI,,t-C5H10 (trans-2-pentene),,
241,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/506>,506,stable,"'Effective depth (thickness) of a cloud from the viewpoint of radiation propagation. Specifically, OD = exp(-K.Î”z), where K is the extinction coefficient [km-1] and Î”z the vertical path [km] between the base and the top of the cloud. The WMO Cloud Atlas (https://cloudatlas.wmo.int/en/optical-thickness.html) defines cloud optical thickness as \'The optical thickness of a cloud is the degree to which the cloud prevents light from passing through it.\''@en",skos:Concept,Cloud optical depth,'506',Property,,cloud,Optical Depth,
242,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/507>,507,stable,"'The degree to which fog prevents light from passing through it. The term \'fog\' refers to \'microscopic droplets [that] reduce horizontal visibility at the Earthâ€™s surface to less than 1 km\' [WMO, International Cloud Atlas, 2017 ed., https://cloudatlas.wmo.int/en/fog-compared-with-mist.html].'@en",skos:Concept,Optical depth of fog,'507',Property,,cloud,Optical Depth,
243,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/508>,508,stable,'A part of cloud optical depth which results from a vertical integral of light extinction by cloud particles between the bottom and top of a cloud layer.'@en,skos:Concept,Optical depth within a cloud layer,'508',Property,,cloud,Optical Depth,within a cloud layer
244,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/509>,509,stable,'Reflectance of the solar radiation from clouds'@en,skos:Concept,Short-wave cloud reflectance,'509',OoI&Property,,cloud,reflectance,
245,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/521>,521,stable,''@en,skos:Concept,Extinction coefficient,'521',Property,,,Extinction coefficient,
246,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/522>,522,stable,''@en,skos:Concept,Hydrometeor radius,'522',Property,??,cloud,radius,Hydrometeor
247,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/523>,523,stable,''@en,skos:Concept,Hydrometeor type,'523',Property,,,,
248,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/524>,524,stable,''@en,skos:Concept,Lithometeor type,'524',Property,,,,
249,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/525>,525,stable,''@en,skos:Concept,Meteorological Optical Range,'525',Property,,,,
250,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/526>,526,stable,''@en,skos:Concept,Obscuration type,'526',Property,,,,
251,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/529>,529,stable,''@en,skos:Concept,Strong acids,'529',OoI,??,Strong acids,,
252,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/531>,531,stable,"'For surface observations, height of the cloud base above ground level; for aircraft observations, altitude of the cloud base above mean sea level.'@en",skos:Concept,Cloud base height,'531',Property,,,,
253,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/532>,532,stable,'Height of the top of the cloud (highest cloud in case of multi-layer clouds) above mean sea level.'@en,skos:Concept,Cloud top height,'532',Property,,,,
254,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/533>,533,stable,'Height of a stable layer of air with an increased temperature.'@en,skos:Concept,Height of inversion,'533',Property,,,,
255,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/534>,534,stable,"'IUPAC: 1,1-dichloro-1-fluoroethane, PubChem CID: 15586, CAS Number: 1717-00-6, in gas phase'@en",skos:Concept,"C2H3Cl2F (1,1-dichloro-1-fluoroethane, HCFC-141b)",'534',OoI,,"C2H3Cl2F (1,1-dichloro-1-fluoroethane, HCFC-141b)",,
256,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/535>,535,stable,"'IUPAC: 1-chloro-1,1-difluoroethane, PubChem CID: 6388, CAS Number: 75-68-3, in gas phase'@en",skos:Concept,"C2H3ClF2 (1-chloro-1,1-difluoroethane, HCFC-142b)",'535',OoI,,"C2H3ClF2 (1-chloro-1,1-difluoroethane, HCFC-142b)",,
257,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/536>,536,stable,"'IUPAC: 1,1,1-trifluoroethane, PubChem CID: 9868, CAS Number: 420-46-2, in gas phase'@en",skos:Concept,"C2H3F3 (1,1,1-trifluoroethane, HFC-143a)",'536',OoI,,"C2H3F3 (1,1,1-trifluoroethane, HFC-143a)",,
258,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/537>,537,stable,"'IUPAC: chloro(difluoro)methane, PubChem CID: 6372, CAS Number: 75-45-6, in gas phase'@en",skos:Concept,"CHClF2 (chlorodifluoromethane, HCFC-22)",'537',OoI,,"CHClF2 (chlorodifluoromethane, HCFC-22)",,
259,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/538>,538,stable,"'IUPAC: bromide, PubChem CID: 259, CAS Number: 24959-67-9, in total deposition'@en",skos:Concept,Br- (bromide),'538',OoI,,Br- (bromide),,
260,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/539>,539,stable,"'IUPAC: chloride, PubChem CID: 312, CAS Number: 16887-00-6, in total deposition'@en",skos:Concept,Cl- (chloride),'539',OoI,,Cl- (chloride),,
261,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/540>,540,stable,"'IUPAC: fluoride, PubChem CID: 28179, CAS Number: 16984-48-8, in total deposition'@en",skos:Concept,F- (fluoride),'540',OoI,,F- (fluoride),,
262,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/541>,541,stable,"'IUPAC: iodide, PubChem CID: 30165, CAS Number: 20461-54-5, in total deposition'@en",skos:Concept,I- (iodide),'541',OoI,,I- (iodide),,
263,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/542>,542,stable,"'IUPAC: phosphate, PubChem CID: 1061, CAS Number: 14265-44-2, in total deposition'@en",skos:Concept,PO4--- (phosphate),'542',OoI,,PO4--- (phosphate),,
264,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/543>,543,stable,"'IUPAC: sulfate, PubChem CID: 1117, CAS Number: 14808-79-8, in total deposition'@en",skos:Concept,"SO4= (sulfate), corrected",'543',OoI,,"SO4= (sulfate), corrected",,
265,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/544>,544,stable,"'IUPAC: sulfate, PubChem CID: 1117, CAS Number: 14808-79-8, in total deposition'@en",skos:Concept,SO4= (sulfate),'544',OoI,,SO4= (sulfate),,
266,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/545>,545,stable,"'IUPAC: calcium(2+), PubChem CID: 271, CAS Number: 14127-61-8, in total deposition'@en",skos:Concept,Ca++ (calcium),'545',OoI,,Ca++ (calcium),,
267,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/546>,546,stable,"'IUPAC: magnesium(2+), PubChem CID: 888, CAS Number: 22537-22-0, in total deposition'@en",skos:Concept,Mg++ (magnesium),'546',OoI,,Mg++ (magnesium),,
268,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/547>,547,stable,"'IUPAC: potassium(1+), PubChem CID: 813, CAS Number: 24203-36-9, in total deposition'@en",skos:Concept,K+ (potassium),'547',OoI,,K+ (potassium),,
269,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/548>,548,stable,"'IUPAC: sodium(1+), PubChem CID: 923, CAS Number: 17341-25-2, in total deposition'@en",skos:Concept,Na+ (sodium),'548',OoI,,Na+ (sodium),,
270,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/550>,550,stable,"'Result of cloud type classification - Accuracy expressed as inverse of number of classes, so that smaller figures correspond to better performance.'@en",skos:Concept,Type of cloud,'550',Property,,cloud,type,
271,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/551>,551,stable,"'Type of clouds of genera Cirrus, Cirrocumulus, or Cirrostratus. These occur between 3-8 km (polar regions), 5-13 km (temperate regions) and 6-18 km (tropics) above ground [ref: WMO, International Cloud Atlas, 2017 ed.]'@en",skos:Concept,Type of high clouds,'551',Property,,cloud,type,high cloud
272,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/552>,552,stable,"'Type of clouds of genera Stratus, Stratocumulus, Cumulus, or Cumulonimbus. These occur between 0-2 km above ground [ref: WMO, International Cloud Atlas, 2017 ed.]'@en",skos:Concept,Type of low clouds,'552',Property,,cloud,type,low clouds
273,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/553>,553,stable,"'Type of clouds of genera Altocumulus, Altostratus, or Nimbostratus. These occur between 2-4 km (polar regions), 2-7 km (temperate regions) and 2-8 km (tropics) above ground [ref: WMO, International Cloud Atlas, 2017 ed.]'@en",skos:Concept,Type of middle clouds,'553',Property,,cloud,type,middle cloud
274,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/554>,554,stable,"'IUPAC: 1,1,1,2-tetrafluoroethane, PubChem CID: 13129, CAS Number: 811-97-2, in gas phase'@en",skos:Concept,"C2H2F4 (1,1,1,2-tetrafluoroethane, HFC-134a)",'554',OoI,,"C2H2F4 (1,1,1,2-tetrafluoroethane, HFC-134a)",,
275,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/555>,555,stable,"'IUPAC: 1,1-difluoroethane, PubChem CID: 6368, CAS Number: 75-37-6, in gas phase'@en",skos:Concept,"C2H4F2 (1,1-difluoroethane, HFC-152a)",'555',OoI,,"C2H4F2 (1,1-difluoroethane, HFC-152a)",,
276,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/556>,556,stable,"'IUPAC: 1,1,1,2,2-pentafluoroethane, PubChem CID: 9633, CAS Number: 354-33-6, in gas phase'@en",skos:Concept,"C2HF5 (pentafluoroethane, HFC-125)",'556',OoI,,"C2HF5 (pentafluoroethane, HFC-125)",,
277,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/557>,557,stable,"'IUPAC: 1,1,1,2,3,3-hexafluoropropane, PubChem CID: 79009, CAS Number: 431-63-0, in gas phase'@en",skos:Concept,"C3H2F6 (1,1,1,2,3,3-hexafluoropropane, HFC-236ea)",'557',OoI,,"C3H2F6 (1,1,1,2,3,3-hexafluoropropane, HFC-236ea)",,
278,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/558>,558,stable,"'IUPAC: 1,1,1,3,3-pentafluoropropane, PubChem CID: 68030, CAS Number: 460-73-1, in gas phase'@en",skos:Concept,"C3H3F5 (1,1,1,3,3-Pentafluoropropane, HFC-245fa)",'558',OoI,,"C3H3F5 (1,1,1,3,3-Pentafluoropropane, HFC-245fa)",,
279,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/559>,559,stable,"'IUPAC: 1,1,1,2,3,3,3-heptafluoropropane, PubChem CID: 67940, CAS Number: 431-89-0, in gas phase'@en",skos:Concept,"C3HF7 (1,1,1,2,3,3,3-Heptafluoropropane, HFC-227ea)",'559',OoI,,"C3HF7 (1,1,1,2,3,3,3-Heptafluoropropane, HFC-227ea)",,
280,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/560>,560,stable,"'IUPAC: 1,1,1,3,3-pentafluorobutane, PubChem CID: 67884, CAS Number: 406-58-6, in gas phase'@en",skos:Concept,"C4H5F5 (1,1,1,3,3-pentafluorobutane, HFC-365mfc)",'560',OoI,,"C4H5F5 (1,1,1,3,3-pentafluorobutane, HFC-365mfc)",,
281,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/561>,561,stable,"'IUPAC: difluoromethane, PubChem CID: 6345, CAS Number: 75-10-5, in gas phase'@en",skos:Concept,"CH2F2 (difluoromethane, HFC-32)",'561',OoI,,"CH2F2 (difluoromethane, HFC-32)",,
282,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/562>,562,stable,"'IUPAC: fluoroform, PubChem CID: 6373, CAS Number: 75-46-7, in gas phase'@en",skos:Concept,"CHF3 (trifluoromethane, HFC-23)",'562',OoI,,"CHF3 (trifluoromethane, HFC-23)",,
283,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/565>,565,stable,"'Flux density of long-wave radiation (direction unspecified) at a specified level within the atmosphere, including the Earth surface. Long-wave radiation is the radiation at wavelengths greater than 3 Î¼m (3000 nm), including most of the spectrum emitted by sources at terrestrial temperatures.'@en",skos:Concept,Long-wave irradiance (direction unspecified),'565',Property,,Radiation,irradiance,long wave
284,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/566>,566,stable,"'Flux density of downwelling long-wave radiation, at a specified level within the atmosphere, including the Earth surface.'@en",skos:Concept,Downward long-wave irradiance,'566',Property,,Radiation,irradiance,"long wave, downward"
285,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/567>,567,stable,"'Flux density of upwelling long-wave radiation, at the top of the atmosphere or at a specified level within the atmosphere, including the Earth surface.'@en",skos:Concept,Upward long-wave irradiance,'567',Property,,Radiation,irradiance,"long wave, uprward"
286,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/568>,568,stable,"'IUPAC: azanium, PubChem CID: 223, CAS Number: 14798-03-9, in total deposition'@en",skos:Concept,NH4+ (ammonium),'568',OoI,,NH4+ (ammonium),,
287,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/569>,569,stable,"'IUPAC: nitrate, PubChem CID: 943, CAS Number: 14797-55-8, in total deposition'@en",skos:Concept,NO3- (nitrate),'569',OoI,,NO3- (nitrate),,
288,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/570>,570,stable,"'IUPAC: nitrite, PubChem CID: 946, CAS Number: 14797-65-0, in total deposition'@en",skos:Concept,NO2- (nitrite),'570',OoI,,NO2- (nitrite),,
289,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/571>,571,stable,"'Flux density of diffuse short-wave solar radiation, at a specified level within the atmosphere, including the Earth surface.'@en",skos:Concept,Diffuse downward short-wave irradiance,'571',Property,,Radiation,irradiance,
290,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/572>,572,stable,"'Flux density of direct downwelling short-wave solar radiation, at the top of the atmosphere or at a specified level within the atmosphere, including the Earth surface.'@en",skos:Concept,Direct downward short-wave irradiance,'572',Property,,Radiation,irradiance,
291,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/573>,573,stable,"'Flux density of downwelling short-wave solar radiation, at the top of the atmosphere or a specified level within the atmosphere, including the Earth surface. [The term \'global (downward) shortwave irradiance\' is sometimes used to specify that this flux is the sum of direct and diffuse components.]'@en",skos:Concept,Downward short-wave irradiance,'573',Property,,Radiation,irradiance,
292,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/574>,574,stable,"'Flux density of upwelling short-wave radiation, at the top of the atmosphere or a specified level within the atmosphere, including the Earth surface.'@en",skos:Concept,Upward short-wave irradiance,'574',Property,,Radiation,irradiance,
293,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/576>,576,stable,"'IUPAC: acetate, PubChem CID: 175, CAS Number: 71-50-1, in total deposition'@en",skos:Concept,CH3COO- (acetate),'576',OoI,,CH3COO- (acetate),,
294,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/577>,577,stable,"'IUPAC: formate, PubChem CID: 283, CAS Number: 71-47-6, in total deposition'@en",skos:Concept,HCOO- (formate),'577',OoI,,HCOO- (formate),,
295,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/578>,578,stable,"'IUPAC: propanoate, PubChem CID: 104745, CAS Number: 72-03-7, in total deposition'@en",skos:Concept,C2H5COO- (propionate),'578',OoI,,C2H5COO- (propionate),,
296,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/579>,579,stable,''@en,skos:Concept,"Acidity-Alkalinity, TSP",'579',Property,with Constraint,,,
297,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/589>,589,stable,"'IUPAC: 1,2-dichloro-1,1,2,2-tetrafluoroethane, PubChem CID: 6429, CAS Number: 76-14-2'@en",skos:Concept,"C2Cl2F4 (1,2-dichlorotetrafluoroethane, CFC-114)",'589',OoI,,"C2Cl2F4 (1,2-dichlorotetrafluoroethane, CFC-114)",,
298,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/590>,590,stable,"'IUPAC: 1,1,2-trichloro-1,2,2-trifluoroethane, PubChem CID: 6428, CAS Number: 76-13-1, in gas phase'@en",skos:Concept,"C2Cl3F3 (1,1,2-trichloro-1,2,2-trifluoroethane, CFC-113)",'590',OoI,,"C2Cl3F3 (1,1,2-trichloro-1,2,2-trifluoroethane, CFC-113)",,
299,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/591>,591,stable,"'IUPAC: 1-chloro-1,1,2,2,2-pentafluoroethane, PubChem CID: 6430, CAS Number: 76-15-3, in gas phase'@en",skos:Concept,"C2ClF5 (1-chloro-1,1,2,2,2-pentafluoroethane, CFC-115)",'591',OoI,,"C2ClF5 (1-chloro-1,1,2,2,2-pentafluoroethane, CFC-115)",,
300,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/592>,592,stable,"'IUPAC: dichloro(difluoro)methane, PubChem CID: 6391, CAS Number: 75-71-8, in gas phase'@en",skos:Concept,"CCl2F2 (dichlorodifluoromethane, CFC-12)",'592',OoI,,"CCl2F2 (dichlorodifluoromethane, CFC-12)",,
301,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/593>,593,stable,"'IUPAC: trichloro(fluoro)methane, PubChem CID: 6389, CAS Number: 75-69-4, in gas phase'@en",skos:Concept,"CCl3F (trichlorofluoromethane, CFC-11)",'593',OoI,,"CCl3F (trichlorofluoromethane, CFC-11)",,
302,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/594>,594,stable,"'IUPAC: tetrachloromethane, PubChem CID: 5943, CAS Number: 56-23-5, in gas phase'@en",skos:Concept,"CCl4 (tetrachloromethane, carbon tetrachloride)",'594',OoI,,"CCl4 (tetrachloromethane, carbon tetrachloride)",,
303,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/595>,595,stable,"'IUPAC: 1,1,1-trichloroethane, PubChem CID: 6278, CAS Number: 71-55-6, in gas phase'@en",skos:Concept,"CH3CCl3 (1,1,1-trichloroethane, methyl chloroform)",'595',OoI,,"CH3CCl3 (1,1,1-trichloroethane, methyl chloroform)",,
304,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/597>,597,stable,"'IUPAC: aluminium, PubChem CID: 5359268, CAS Number: 7429-90-5, in total deposition'@en",skos:Concept,Al (aluminium),'597',OoI,,Al (aluminium),,
305,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/598>,598,stable,"'IUPAC: arsenic, PubChem CID: 5359596, CAS Number: 7440-38-2, in total deposition'@en",skos:Concept,As (arsenic),'598',OoI,,As (arsenic),,
306,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/599>,599,stable,"'IUPAC: cadmium, PubChem CID: 23973, CAS Number: 7440-43-9, in total deposition'@en",skos:Concept,Cd (cadmium),'599',OoI,,Cd (cadmium),,
307,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/600>,600,stable,"'IUPAC: chromium, PubChem CID: 23976, CAS Number: 7440-47-3, in total deposition'@en",skos:Concept,Cr (chromium),'600',OoI,,Cr (chromium),,
308,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/601>,601,stable,"'IUPAC: cobalt, PubChem CID: 104730, CAS Number: 7440-48-4, in total deposition'@en",skos:Concept,Co (cobalt),'601',OoI,,Co (cobalt),,
309,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/602>,602,stable,"'IUPAC: copper, PubChem CID: 23978, CAS Number: 7440-50-8, in total deposition'@en",skos:Concept,Cu (copper),'602',OoI,,Cu (copper),,
