notation,path,domains,tags,name,description
634,\Atmosphere\Particle phase\Composition\Inorganic cations,,,"Ca++ (calcium), TSP","IUPAC: calcium(2+), PubChem CID: 271, CAS Number: 14127-61-8, in particle phase, TSP"
635,\Atmosphere\Particle phase\Composition\Inorganic cations,,,"Mg++ (magnesium), PM10","IUPAC: magnesium(2+), PubChem CID: 888, CAS Number: 22537-22-0, in particle phase, PM10"
636,\Atmosphere\Particle phase\Composition\Inorganic cations,,,"Mg++ (magnesium), PM2.5","IUPAC: magnesium(2+), PubChem CID: 888, CAS Number: 22537-22-0, in particle phase, PM2.5"
637,\Atmosphere\Particle phase\Composition\Inorganic cations,,,"Mg++ (magnesium), TSP","IUPAC: magnesium(2+), PubChem CID: 888, CAS Number: 22537-22-0, in particle phase, TSP"
638,\Atmosphere\Particle phase\Composition\Inorganic cations,,,"K+ (potassium), PM10","IUPAC: potassium(1+), PubChem CID: 813, CAS Number: 24203-36-9, in particle phase, PM10"
639,\Atmosphere\Particle phase\Composition\Inorganic cations,,,"K+ (potassium), PM2.5","IUPAC: potassium(1+), PubChem CID: 813, CAS Number: 24203-36-9, in particle phase, PM2.5"
640,\Atmosphere\Particle phase\Composition\Inorganic cations,,,"K+ (potassium), TSP","IUPAC: potassium(1+), PubChem CID: 813, CAS Number: 24203-36-9, in particle phase, TSP"
641,\Atmosphere\Particle phase\Composition\Inorganic cations,,,"Na+ (sodium), PM10","IUPAC: sodium(1+), PubChem CID: 923, CAS Number: 17341-25-2, in particle phase, PM10"
642,\Atmosphere\Particle phase\Composition\Inorganic cations,,,"Na+ (sodium), PM2.5","IUPAC: sodium(1+), PubChem CID: 923, CAS Number: 17341-25-2, in particle phase, PM2.5"
643,\Atmosphere\Particle phase\Composition\Inorganic cations,,,"Na+ (sodium), TSP","IUPAC: sodium(1+), PubChem CID: 923, CAS Number: 17341-25-2, in particle phase, TSP"
644,\Atmosphere\Particle phase\Composition\Inorganic nitrogen species,,,"NH3 (ammonia), PM2.5","IUPAC: azane, PubChem CID: 222, CAS Number: 7664-41-7, in particle phase, PM2.5"
645,\Atmosphere\Particle phase\Composition\Inorganic nitrogen species,,,"NH4+ (ammonium), PM10","IUPAC: azanium, PubChem CID: 223, CAS Number: 14798-03-9, in particle phase, PM10"
646,\Atmosphere\Particle phase\Composition\Inorganic nitrogen species,,,"NH4+ (ammonium), PM2.5","IUPAC: azanium, PubChem CID: 223, CAS Number: 14798-03-9, in particle phase, PM2.5"
647,\Atmosphere\Particle phase\Composition\Inorganic nitrogen species,,,"NH4+ (ammonium), TSP","IUPAC: azanium, PubChem CID: 223, CAS Number: 14798-03-9, in particle phase, TSP"
648,\Atmosphere\Particle phase\Composition\Inorganic nitrogen species,,,"NH4NO4 (ammonium nitrate), TSP","IUPAC: ammonium nitrate, PubChem CID: 22985, CAS Number: 6484-52-2, in particle phase, TSP"
649,\Atmosphere\Particle phase\Composition\Inorganic nitrogen species,,,"NH4NO3 (ammonium nitrate), PM1","IUPAC: ammonium nitrate, PubChem CID: 22985, CAS Number: 6484-52-2, in particle phase, PM1"
650,\Atmosphere\Particle phase\Composition\Inorganic nitrogen species,,,"NO3- (nitrate), PM10","IUPAC: nitrate, PubChem CID: 943, CAS Number: 14797-55-8, in particle phase, PM10"
651,\Atmosphere\Particle phase\Composition\Inorganic nitrogen species,,,"NO3- (nitrate), PM2.5","IUPAC: nitrate, PubChem CID: 943, CAS Number: 14797-55-8, in particle phase, PM2.5"
652,\Atmosphere\Particle phase\Composition\Inorganic nitrogen species,,,"NO3- (nitrate), TSP","IUPAC: nitrate, PubChem CID: 943, CAS Number: 14797-55-8, in particle phase, TSP"
653,\Atmosphere\Particle phase\Composition\Inorganic nitrogen species,,,"NO2- (nitrite), TSP","IUPAC: nitrite, PubChem CID: 946, CAS Number: 14797-65-0, in particle phase, TSP"
654,\Atmosphere\Particle phase\Composition\Inorganic nitrogen species,,,Sum of NH3 (ammonia) and NH4+ (ammonium),Sum of NH3 (ammonia) and NH4+ (ammonium)
655,\Atmosphere\Particle phase\Composition\Inorganic nitrogen species,,,Sum of HNO3 (nitric acid) and NO3- (nitrate),Sum of HNO3 (nitric acid) and NO3- (nitrate)
656,\Atmosphere\Particle phase\Composition\Major inorganic components,,,Major chemical components,Major chemical components
657,\Atmosphere\Particle phase\Composition\Major inorganic components,,,"Major inorganic components, TSP","Major inorganic components, TSP"
658,\Atmosphere\Particle phase\Composition\Major inorganic components,,,"Major inorganic components, coarse","Major inorganic components, coarse"
659,\Atmosphere\Particle phase\Composition\Major inorganic components,,,"Major inorganic components, fine","Major inorganic components, fine"
660,\Atmosphere\Particle phase\Composition\Major inorganic components,,,"Other chemical components, coarse","Other chemical components, coarse"
661,\Atmosphere\Particle phase\Composition\Major inorganic components,,,"Other chemical components, fine","Other chemical components, fine"
662,\Atmosphere\Particle phase\Composition\Organic anions,,,"C2H3O2- (CH3COO-, acetate), PM1","IUPAC: acetate, PubChem CID: 175, CAS Number: 71-50-0, in particle phase, PM1"
663,\Atmosphere\Particle phase\Composition\Organic anions,,,"C2H3O2- (CH3COO-, acetate)","IUPAC: acetate, PubChem CID: 175, CAS Number: 71-50-0, in particle phase"
664,\Atmosphere\Particle phase\Composition\Organic anions,,,"C2O4= (oxalate, ethanedioate), PM1","IUPAC: oxalate, PubChem CID: 71081, CAS Number: 338-70-5, in particle phase, PM1"
665,\Atmosphere\Particle phase\Composition\Organic anions,,,"C2O4= (oxalate, ethanedioate), PM10","IUPAC: oxalate, PubChem CID: 71081, CAS Number: 338-70-5, in particle phase, PM10"
666,\Atmosphere\Particle phase\Composition\Organic anions,,,"C2O4= (oxalate, ethanedioate), TSP","IUPAC: oxalate, PubChem CID: 71081, CAS Number: 338-70-5, in particle phase, TSP"
667,\Atmosphere\Particle phase\Composition\Organic anions,,,"CH3O3S- (methanesulfonate), PM1","IUPAC: methanesulfonate, PubChem CID: 85257, CAS Number: 16053-58-0, in particle phase, PM1"
668,\Atmosphere\Particle phase\Composition\Organic anions,,,"CH3O3S- (methanesulfonate), TSP","IUPAC: methanesulfonate, PubChem CID: 85257, CAS Number: 16053-58-0, in particle phase, TSP"
669,\Atmosphere\Particle phase\Composition\Organic anions,,,"CHO2- (HCOO-, formate)","IUPAC: formate, PubChem CID: 283, CAS Number: 71-47-6, in particle phase"
670,\Atmosphere\Particle phase\Composition\Organic carbonaceous,,,"Carbonaceous-organic material, PM10",
671,\Atmosphere\Particle phase\Composition\Organic carbonaceous,,,"Carbonaceous-organic material, fine",
672,\Atmosphere\Particle phase\Composition\Trace elements,,,"Ti (titanium), TSP","IUPAC: titanium, PubChem CID: 23963, CAS Number: 7440-32-6, in particle phase, TSP"
673,\Atmosphere\Particle phase\Composition\Trace elements,,,"Al (aluminium), PM2.5","IUPAC: aluminium, PubChem CID: 5359268, CAS Number: 7429-90-5, in particle phase, PM2.5"
674,\Atmosphere\Particle phase\Composition\Trace elements,,,"Al (aluminium), TSP","IUPAC: aluminium, PubChem CID: 5359268, CAS Number: 7429-90-5, in particle phase, TSP"
675,\Atmosphere\Particle phase\Composition\Trace elements,,,"Sb (antimony), PM2.5","IUPAC: antimony, PubChem CID: 5354495, CAS Number: 7440-36-0, in particle phase, PM2.5"
676,\Atmosphere\Particle phase\Composition\Trace elements,,,"Sb (antimony), TSP","IUPAC: antimony, PubChem CID: 5354495, CAS Number: 7440-36-0, in particle phase, TSP"
677,\Atmosphere\Particle phase\Composition\Trace elements,,,"As (arsenic), PM10","IUPAC: arsenic, PubChem CID: 5359596, CAS Number: 7440-38-2, in particle phase, PM10"
678,\Atmosphere\Particle phase\Composition\Trace elements,,,"As (arsenic), TSP","IUPAC: arsenic, PubChem CID: 5359596, CAS Number: 7440-38-2, in particle phase, TSP"
679,\Atmosphere\Particle phase\Composition\Trace elements,,,"Ba (barium), PM2.5","IUPAC: barium, PubChem CID: 5355457, CAS Number: 7440-39-3, in particle phase, PM2.5"
680,\Atmosphere\Particle phase\Composition\Trace elements,,,"Ba (barium), TSP","IUPAC: barium, PubChem CID: 5355457, CAS Number: 7440-39-3, in particle phase, TSP"
681,\Atmosphere\Particle phase\Composition\Trace elements,,,"Bi (bismuth), PM2.5","IUPAC: bismuth, PubChem CID: 5359367, CAS Number: 7440-69-9, in particle phase, PM2.5"
682,\Atmosphere\Particle phase\Composition\Trace elements,,,"Bi (bismuth), TSP","IUPAC: bismuth, PubChem CID: 5359367, CAS Number: 7440-69-9, in particle phase, TSP"
683,\Atmosphere\Particle phase\Composition\Trace elements,,,"Cd (cadmium), PM1","IUPAC: cadmium, PubChem CID: 23973, CAS Number: 7440-43-9, in particle phase, PM1"
684,\Atmosphere\Particle phase\Composition\Trace elements,,,"Cd (cadmium), PM10","IUPAC: cadmium, PubChem CID: 23973, CAS Number: 7440-43-9, in particle phase, PM10"
685,\Atmosphere\Particle phase\Composition\Trace elements,,,"Cd (cadmium), PM2.5","IUPAC: cadmium, PubChem CID: 23973, CAS Number: 7440-43-9, in particle phase, PM2.5"
686,\Atmosphere\Particle phase\Composition\Trace elements,,,"Cd (cadmium), PM2.5 - PM10","IUPAC: cadmium, PubChem CID: 23973, CAS Number: 7440-43-9, in particle phase, PM2.5 - PM10"
687,\Atmosphere\Particle phase\Composition\Trace elements,,,"Cd (cadmium), TSP","IUPAC: cadmium, PubChem CID: 23973, CAS Number: 7440-43-9, in particle phase, TSP"
688,\Atmosphere\Particle phase\Composition\Trace elements,,,"Ce (cerium), PM2.5","IUPAC: cerium, PubChem CID: 23974, CAS Number: 7440-45-1, in particle phase, PM2.5"
689,\Atmosphere\Particle phase\Composition\Trace elements,,,"Ce (cerium), TSP","IUPAC: cerium, PubChem CID: 23974, CAS Number: 7440-45-1, in particle phase, TSP"
690,\Atmosphere\Particle phase\Composition\Trace elements,,,"Cr (chromium), TSP","IUPAC: chromium, PubChem CID: 23976, CAS Number: 7440-47-3, in particle phase, TSP"
691,\Atmosphere\Particle phase\Composition\Trace elements,,,"Co (cobalt), TSP","IUPAC: cobalt, PubChem CID: 104730, CAS Number: 7440-48-4, in particle phase, TSP"
692,\Atmosphere\Particle phase\Composition\Trace elements,,,"Cu (copper), PM10","IUPAC: copper, PubChem CID: 23978, CAS Number: 7440-50-8, in particle phase, PM10"
693,\Atmosphere\Particle phase\Composition\Trace elements,,,"Cu (copper), TSP","IUPAC: copper, PubChem CID: 23978, CAS Number: 7440-50-8, in particle phase, TSP"
694,\Atmosphere\Particle phase\Composition\Trace elements,,,"Fe (iron), TSP","IUPAC: iron, PubChem CID: 23925, CAS Number: 7439-89-6, in particle phase, TSP"
695,\Atmosphere\Particle phase\Composition\Trace elements,,,"La (lanthanum), PM2.5","IUPAC: lanthanum, PubChem CID: 23926, CAS Number: 7439-91-0, in particle phase, PM2.5"
696,\Atmosphere\Particle phase\Composition\Trace elements,,,"La (lanthanum), TSP","IUPAC: lanthanum, PubChem CID: 23926, CAS Number: 7439-91-0, in particle phase, TSP"
697,\Atmosphere\Particle phase\Composition\Trace elements,,,"Pb (lead), PM10","IUPAC: lead, PubChem CID: 5352425, CAS Number: 7439-92-1, in particle phase, PM10"
698,\Atmosphere\Particle phase\Composition\Trace elements,,,"Pb (lead), TSP","IUPAC: lead, PubChem CID: 5352425, CAS Number: 7439-92-1, in particle phase, TSP"
699,\Atmosphere\Particle phase\Composition\Trace elements,,,"Li (lithium), PM2.5","IUPAC: lithium, PubChem CID: 3028194, CAS Number: 7439-93-2, in particle phase, PM2.5"
700,\Atmosphere\Particle phase\Composition\Trace elements,,,"Li (lithium), TSP","IUPAC: lithium, PubChem CID: 3028194, CAS Number: 7439-93-2, in particle phase, TSP"
701,\Atmosphere\Particle phase\Composition\Trace elements,,,"Mn (manganese), PM10","IUPAC: manganese, PubChem CID: 23930, CAS Number: 7439-96-5, in particle phase, PM10"
702,\Atmosphere\Particle phase\Composition\Trace elements,,,"Mn (manganese), TSP","IUPAC: manganese, PubChem CID: 23930, CAS Number: 7439-96-5, in particle phase, TSP"
703,\Atmosphere\Particle phase\Composition\Trace elements,,,"Hg (mercury), TSP","IUPAC: mercury, PubChem CID: 23931, CAS Number: 7439-97-6, in particle phase, TSP"
704,\Atmosphere\Particle phase\Composition\Trace elements,,,"Ni (nickel), PM10","IUPAC: nickel, PubChem CID: 935, CAS Number: 7440-02-0, in particle phase, PM10"
705,\Atmosphere\Particle phase\Composition\Trace elements,,,"Ni (nickel), TSP","IUPAC: nickel, PubChem CID: 935, CAS Number: 7440-02-0, in particle phase, TSP"
706,\Atmosphere\Particle phase\Composition\Trace elements,,,"P (phosphorous), PM2.5","IUPAC: phosphorus, PubChem CID: 5462309, CAS Number: 7723-14-0, in particle phase, PM2.5"
707,\Atmosphere\Particle phase\Composition\Trace elements,,,"P (phosphorous), TSP","IUPAC: phosphorus, PubChem CID: 5462309, CAS Number: 7723-14-0, in particle phase, TSP"
708,\Atmosphere\Particle phase\Composition\Trace elements,,,"Rb (rubidium), PM2.5","IUPAC: rubidium, PubChem CID: 5357696, CAS Number: 7440-17-7, in particle phase, PM2.5"
709,\Atmosphere\Particle phase\Composition\Trace elements,,,"Rb (rubidium), TSP","IUPAC: rubidium, PubChem CID: 5357696, CAS Number: 7440-17-7, in particle phase, TSP"
710,\Atmosphere\Particle phase\Composition\Trace elements,,,"Se (selenium), TSP","IUPAC: selenium, PubChem CID: 6326970, CAS Number: 7782-49-2, in particle phase, TSP"
711,\Atmosphere\Particle phase\Composition\Trace elements,,,"Sr (strontium), PM2.5","IUPAC: strontium, PubChem CID: 5359327, CAS Number: 7440-24-6, in particle phase, PM2.5"
712,\Atmosphere\Particle phase\Composition\Trace elements,,,"Sr (strontium), TSP","IUPAC: strontium, PubChem CID: 5359327, CAS Number: 7440-24-6, in particle phase, TSP"
713,\Atmosphere\Particle phase\Composition\Trace elements,,,"Tl (thallium), PM2.5","IUPAC: thallium, PubChem CID: 5359464, CAS Number: 7440-28-0, in particle phase, PM2.5"
714,\Atmosphere\Particle phase\Composition\Trace elements,,,"Tl (thallium), TSP","IUPAC: thallium, PubChem CID: 5359464, CAS Number: 7440-28-0, in particle phase, TSP"
715,\Atmosphere\Particle phase\Composition\Trace elements,,,"Th (thorium), PM2.5","IUPAC: thorium, PubChem CID: 23960, CAS Number: 7440-29-1, in particle phase, PM2.5"
716,\Atmosphere\Particle phase\Composition\Trace elements,,,"Th (thorium), TSP","IUPAC: thorium, PubChem CID: 23960, CAS Number: 7440-29-1, in particle phase, TSP"
717,\Atmosphere\Particle phase\Composition\Trace elements,,,"Sn (tin), PM2.5","IUPAC: tin, PubChem CID: 5352426, CAS Number: 7440-31-5, in particle phase, PM2.5"
718,\Atmosphere\Particle phase\Composition\Trace elements,,,"Sn (tin), TSP","IUPAC: tin, PubChem CID: 5352426, CAS Number: 7440-31-5, in particle phase, TSP"
719,\Atmosphere\Particle phase\Composition\Trace elements,,,"U (uranium), PM2.5","IUPAC: uranium, PubChem CID: 23989, CAS Number: 7440-61-1, in particle phase, PM2.5"
720,\Atmosphere\Particle phase\Composition\Trace elements,,,"U (uranium), TSP","IUPAC: uranium, PubChem CID: 23989, CAS Number: 7440-61-1, in particle phase, TSP"
721,\Atmosphere\Particle phase\Composition\Trace elements,,,"V (vanadium), PM2.5","IUPAC: vanadium, PubChem CID: 23990, CAS Number: 7440-62-2, in particle phase, PM2.5"
722,\Atmosphere\Particle phase\Composition\Trace elements,,,"V (vanadium), TSP","IUPAC: vanadium, PubChem CID: 23990, CAS Number: 7440-62-2, in particle phase, TSP"
723,\Atmosphere\Particle phase\Composition\Trace elements,,,"Zn (zinc), PM2.5","IUPAC: zinc, PubChem CID: 23994, CAS Number: 7440-66-6, in particle phase, PM2.5"
724,\Atmosphere\Particle phase\Composition\Trace elements,,,"Zn (zinc), TSP","IUPAC: zinc, PubChem CID: 23994, CAS Number: 7440-66-6, in particle phase, TSP"
727,\Atmosphere\Particle phase\Physical properties,,"particle phase, physical properties",Dust mass concentration,Concentration of dust or sand in the atmosphere
728,\Atmosphere\Particle phase\Physical properties,,"particle phase, physical properties",Volcanic ash particle mass concentration,3D field of mass mixing ratio of volcanic ash
729,\Atmosphere\Particle phase\Physical properties,,"particle phase, physical properties",Aerosol volcanic ash (Total column),Field of total column mass of volcanic ash
12001,\Atmosphere\Lightning,,,Total lightning density,
12002,\Atmosphere\Lightning,,,Lightning density cloud-to-ground,
12005,\Atmosphere\Wind,,,Horizontal wind direction at specified distance from reference surface,"The direction of horizontal wind expressed in degrees at which the wind originates. This scalar quantity can be used to represent a value at a given location and an instantaneous time or average over spatio-temporal extent or values as a function of spatio-temporal coordinates. Note: 1) Wind direction is coded as 00 under ""Calm"" conditions at which the average wind speed is less than or equal to 0.2 m/s (< 1 kt). The direction in this case is coded as 00; 2) Wind direction at stations within 1 degree of the North Pole or 1 degree of the South Pole should be measured so that the azimuth ring should be aligned with its zero coinciding with the Greenwich 0 degree meridian."
12006,\Atmosphere\Wind,,,Horizontal wind speed at specified distance from reference surface,"Commonly refers to the speed of horizontal wind, a ratio of the horizontal distance covered by the air to the time taken to cover that distance. This scalar quantity can be used to represent a value at a given location and an instantaneous time or average over spatio-temporal extent or values as a function of spatio-temporal coordinates."
12016,\Atmosphere\Gas phase\Greenhouse Gas\CFCs,,,"Cl3CCF3 (1,1,1-trichloro-2,2,2-trifluoroethane, CFC-113a)","IUPAC: 1,1,1-trichloro-2,2,2-trifluoroethane, PubChem CID: 9635, CAS Number: 354-58-5, in gas phase"
12017,\Atmosphere\Gas phase\Greenhouse Gas\Halon,,,"CBr2F2 (dibromodifluoromethane, Halon 1202)","IUPAC: dibromo(difluoro)methane, PubChem CID: 6382, CAS Number: 75-61-6, in gas phase"
12018,\Atmosphere\Gas phase\Greenhouse Gas\Halon,,,"C2Br2F4 (1,2-dibromo-1,1,2,2-tetrafluoroethane, Halon 2402)","IUPAC: 1,2-dibromo-1,1,2,2-tetrafluoroethane, PubChem CID: 31301, CAS Number: 124-73-2, in gas phase"
12019,\Atmosphere\Gas phase\Greenhouse Gas\HCFCs,,,"C2H3Cl2F (1,1-dichloro-2-fluoroethane, HCFC-141a)","IUPAC: 1,1-dichloro-2-fluoroethane, PubChem CID: 67936, CAS Number: 430-53-5, in gas phase"
12021,\Atmosphere\Gas phase,,gas phase,O2/N2 ratio,Atmospheric O2/N2 ratio
12022,\Atmosphere\Bioaerosol\Pollen,,"bioaerosol, pollen",Total pollen,All pollen taxa
12023,\Atmosphere\Bioaerosol\Pollen\Pinaceae,,"bioaerosol, pollen, pinaceae",Total Pinaceae,Pine family pollen
12024,\Atmosphere\Bioaerosol\Pollen\Pinaceae,,"bioaerosol, pollen, pinaceae",Abies,Fir pollen
12025,\Atmosphere\Bioaerosol\Pollen\Pinaceae,,"bioaerosol, pollen, pinaceae",Picea,Spruce pollen
12026,\Atmosphere\Bioaerosol\Pollen\Pinaceae,,"bioaerosol, pollen, pinaceae",Larix,Larch pollen
12027,\Atmosphere\Bioaerosol\Pollen\Pinaceae,,"bioaerosol, pollen, pinaceae",Pinus,Pine pollen
12028,\Atmosphere\Bioaerosol\Pollen\Cupressaceae,,"bioaerosol, pollen, cupressaceae",Total Cupressaceae,Cypress family pollen
12029,\Atmosphere\Bioaerosol\Pollen\Arecaceae,,"bioaerosol, pollen, arecaceae",Total Arecaceae,Palm family pollen
12030,\Atmosphere\Bioaerosol\Pollen\Platanaceae,,"bioaerosol, pollen, platanaceae",Platanus,Plane tree pollen
12031,\Atmosphere\Bioaerosol\Pollen\Urticaceae,,"bioaerosol, pollen, urticaceae",Parietaria,Pellitory pollen
12032,\Atmosphere\Bioaerosol\Pollen\Urticaceae,,"bioaerosol, pollen, urticaceae",Urtica,Nettle pollen
12033,\Atmosphere\Bioaerosol\Pollen\Fagaceae,,"bioaerosol, pollen, fagaceae",Castanea,Sweet chestnut pollen
12034,\Atmosphere\Bioaerosol\Pollen\Fagaceae,,"bioaerosol, pollen, fagaceae",Fagus,Beech pollen
12035,\Atmosphere\Bioaerosol\Pollen\Fagaceae,,"bioaerosol, pollen, fagaceae",Quercus,Oak pollen
12036,\Atmosphere\Bioaerosol\Pollen\Betulaceae,,"bioaerosol, pollen, betulaceae",Total Betulaceae,Birch family pollen
12037,\Atmosphere\Bioaerosol\Pollen\Betulaceae,,"bioaerosol, pollen, betulaceae",Alnus,Alder pollen
12038,\Atmosphere\Bioaerosol\Pollen\Betulaceae,,"bioaerosol, pollen, betulaceae",Betula,Birch pollen
12039,\Atmosphere\Bioaerosol\Pollen\Betulaceae,,"bioaerosol, pollen, betulaceae",Carpinus,Hornbeam pollen
12040,\Atmosphere\Bioaerosol\Pollen\Betulaceae,,"bioaerosol, pollen, betulaceae",Corylus,Hazel pollen
12041,\Atmosphere\Bioaerosol\Pollen\Amaranthaceae,,"bioaerosol, pollen, amaranthaceae",Total Amaranthaceae,Amaranth family pollen
12042,\Atmosphere\Bioaerosol\Pollen\Amaranthaceae,,"bioaerosol, pollen, amaranthaceae",Chenopodium,Chenopodium (goosefoot) pollen
12043,\Atmosphere\Bioaerosol\Pollen\Salicaceae,,"bioaerosol, pollen, salicaceae",Populus,Poplar pollen
12044,\Atmosphere\Bioaerosol\Pollen\Salicaceae,,"bioaerosol, pollen, salicaceae",Salix,Willow pollen
12045,\Atmosphere\Bioaerosol\Pollen\Oleaceae,,"bioaerosol, pollen, oleaceae",Total Oleaceae,Olive family pollen
12046,\Atmosphere\Bioaerosol\Pollen\Oleaceae,,"bioaerosol, pollen, oleaceae",Olea,Olive pollen
12047,\Atmosphere\Bioaerosol\Pollen\Oleaceae,,"bioaerosol, pollen, oleaceae",Fraxinus,Ash pollen
12048,\Atmosphere\Bioaerosol\Pollen\Asteraceae,,"bioaerosol, pollen, asteraceae",Total Asteraceae,Aster family pollen
12049,\Atmosphere\Bioaerosol\Pollen\Asteraceae,,"bioaerosol, pollen, asteraceae",Ambrosia,Ragweed pollen
12050,\Atmosphere\Bioaerosol\Pollen\Asteraceae,,"bioaerosol, pollen, asteraceae",Artemisia,Mugwort pollen
12051,\Atmosphere\Bioaerosol\Pollen\Asteraceae,,"bioaerosol, pollen, asteraceae",Solidago,Solidago (goldenrod) pollen
12052,\Atmosphere\Bioaerosol\Pollen\Poaceae,,"bioaerosol, pollen, poaceae",Total Poaceae,Grasses pollen
12053,\Atmosphere\Bioaerosol\Pollen\Poaceae,,"bioaerosol, pollen, poaceae",Secale,Secale pollen
12054,\Atmosphere\Bioaerosol\Pollen\Poaceae,,"bioaerosol, pollen, poaceae",Zea mays,Maize pollen
12055,\Atmosphere\Bioaerosol\Pollen\Juglandaceae,,"bioaerosol, pollen, juglandaceae",Juglans,Walnut tree pollen
12056,\Atmosphere\Bioaerosol\Pollen\Ulmaceae,,"bioaerosol, pollen, ulmaceae",Ulmus,Elm pollen
12057,\Atmosphere\Bioaerosol\Pollen\Sapindaceae,,"bioaerosol, pollen, sapindaceae",Acer,Maple pollen
12058,\Atmosphere\Bioaerosol\Pollen\Sapindaceae,,"bioaerosol, pollen, sapindaceae",Aesculus,Aesculus pollen
12059,\Atmosphere\Bioaerosol\Pollen\Brassicaceae,,"bioaerosol, pollen, brassicaceae",Brassica,Brassica pollen
12060,\Atmosphere\Bioaerosol\Pollen\Plantaginaceae,,"bioaerosol, pollen, plantaginaceae",Plantago,Plantain pollen
12061,\Atmosphere\Bioaerosol\Pollen\Adoxaceae,,"bioaerosol, pollen, adoxaceae",Sambucus,Sambucus (elder) pollen
12062,\Atmosphere\Bioaerosol\Pollen\Polygonaceae,,"bioaerosol, pollen, polygonaceae",Rumex,"Rumex (dock, sorrel) pollen"
12063,\Atmosphere\Bioaerosol\Pollen\Malvaceae,,"bioaerosol, pollen, malvaceae",Tilia,Linden pollen
12064,\Atmosphere\Bioaerosol\Pollen\Cannabaceae,,"bioaerosol, pollen, cannabaceae",Humulus,Hop pollen
12065,\Atmosphere\Bioaerosol\Pollen\Taxaceae,,"bioaerosol, pollen, taxaceae",Taxus,Yew pollen
12066,\Atmosphere\Bioaerosol\Pollen\Elaeagnaceae,,"bioaerosol, pollen, elaeagnaceae",Hippophae,Sea-buckthorn pollen
12067,\Atmosphere\Bioaerosol\Pollen\Aquifoliaceae,,"bioaerosol, pollen, aquifoliaceae",Ilex,Holly pollen
12068,\Atmosphere\Bioaerosol\Pollen\Oleaceae,,"bioaerosol, pollen, oleaceae",Ligustrum,Privet pollen
12069,\Atmosphere\Bioaerosol\Pollen\Juncaceae,,"bioaerosol, pollen, juncaceae",Total Juncaceae,Rush family pollen
12070,\Atmosphere\Bioaerosol\Pollen\Cyperaceae,,"bioaerosol, pollen, cyperaceae",Total Cyperaceae,Sedge family pollen
12071,\Atmosphere\Bioaerosol\Pollen\Ericaceae,,"bioaerosol, pollen, ericaceae",Total Ericaceae,Heather family pollen
12072,\Atmosphere\Bioaerosol\Pollen\Rosaceae,,"bioaerosol, pollen, rosaceae",Total Rosaceae,Rose family pollen
12073,\Atmosphere\Bioaerosol\Pollen\Caryophyllaceae,,"bioaerosol, pollen, caryophyllaceae",Silene,Melandrium pollen
12074,\Atmosphere\Bioaerosol\Pollen\Ranunculaceae,,"bioaerosol, pollen, ranunculaceae",Total Ranunculaceae,Buttercup family pollen
12075,\Atmosphere\Bioaerosol\Pollen\Umbelliferae,,"bioaerosol, pollen, umbelliferae",Total Umbelliferae,"Celery, carrot or parsley family pollen"
12076,\Atmosphere\Bioaerosol\Pollen\Brassicaceae,,"bioaerosol, pollen, brassicaceae",Total Brassicaceae,"Cabbage family (mustards, crucifers) pollen"
12077,\Atmosphere\Bioaerosol\Pollen\Betulaceae,,"bioaerosol, pollen, betulaceae",Ostrya,Hophornbeam pollen
12078,\Atmosphere\Bioaerosol\Pollen\Pinaceae,,"bioaerosol, pollen, pinaceae",Cedrus,Cedar family pollen
12079,\Atmosphere\Bioaerosol\Pollen\Buxaceae,,"bioaerosol, pollen, buxaceae",Buxus,Box pollen
12080,\Atmosphere\Bioaerosol\Pollen\Ginkgoaceae,,"bioaerosol, pollen, ginkgoaceae",Ginkgo,Ginkgo pollen
12081,\Atmosphere\Bioaerosol\Pollen\Altingiaceae,,"bioaerosol, pollen, altingiaceae",Liquidambar,Sweetgum pollen
12082,\Atmosphere\Bioaerosol\Pollen\Euphorbiaceae,,"bioaerosol, pollen, euphorbiaceae",Mercurialis,Mercuries pollen
12083,\Atmosphere\Bioaerosol\Pollen\Moraceae,,"bioaerosol, pollen, moraceae",Total Moraceae,Mulberry family pollen
12084,\Atmosphere\Bioaerosol\Fungi\Pleosporales,,"bioaerosol, fungi, pleosporales",Alternaria,Alternaria spores
12085,\Atmosphere\Bioaerosol\Fungi\Capnodiales,,"bioaerosol, fungi, capnodiales",Cladosporium,Cladosporium spores
12086,\Atmosphere\Gas phase\Greenhouse Gas,,"gas phase, greenhouse gas, inorganic, N species",NF3 (nitrogen trifluoride),"IUPAC: nitrogen trifluoride, PubChem CID: 24553, CAS Number: 7783-54-2, in gas phase"
12087,\Atmosphere\Gas phase\Greenhouse Gas,,"gas phase, greenhouse gas, organic, isotopologue","CH3D (monodeuterated methane, methane-d1)","IUPAC: deuteriomethane, PubChem CID: 12669, CAS Number: 676-49-3, in gas phase"
12088,\Atmosphere\Gas phase\Greenhouse Gas\CFCs,,"gas phase, greenhouse gas, CFCs, organic, halocarbon","CClF3 (chlorotrifluoromethane, CFC-13)","IUPAC: chloro(trifluoro)methane, PubChem CID: 6392, CAS Number: 75-72-9, in gas phase"
