@id,dct:description,rdf:type,rdfs:label,skos:notation
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/551>,"'Type of clouds of genera Cirrus, Cirrocumulus, or Cirrostratus. These occur between 3-8 km (polar regions), 5-13 km (temperate regions) and 6-18 km (tropics) above ground [ref: WMO, International Cloud Atlas, 2017 ed.]'@en",skos:Concept,Type of high clouds,'551'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/552>,"'Type of clouds of genera Stratus, Stratocumulus, Cumulus, or Cumulonimbus. These occur between 0-2 km above ground [ref: WMO, International Cloud Atlas, 2017 ed.]'@en",skos:Concept,Type of low clouds,'552'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/553>,"'Type of clouds of genera Altocumulus, Altostratus, or Nimbostratus. These occur between 2-4 km (polar regions), 2-7 km (temperate regions) and 2-8 km (tropics) above ground [ref: WMO, International Cloud Atlas, 2017 ed.]'@en",skos:Concept,Type of middle clouds,'553'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/554>,"'IUPAC: 1,1,1,2-tetrafluoroethane, PubChem CID: 13129, CAS Number: 811-97-2, in gas phase'@en",skos:Concept,"C2H2F4 (1,1,1,2-tetrafluoroethane, HFC-134a)",'554'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/555>,"'IUPAC: 1,1-difluoroethane, PubChem CID: 6368, CAS Number: 75-37-6, in gas phase'@en",skos:Concept,"C2H4F2 (1,1-difluoroethane, HFC-152a)",'555'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/556>,"'IUPAC: 1,1,1,2,2-pentafluoroethane, PubChem CID: 9633, CAS Number: 354-33-6, in gas phase'@en",skos:Concept,"C2HF5 (pentafluoroethane, HFC-125)",'556'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/557>,"'IUPAC: 1,1,1,2,3,3-hexafluoropropane, PubChem CID: 79009, CAS Number: 431-63-0, in gas phase'@en",skos:Concept,"C3H2F6 (1,1,1,2,3,3-hexafluoropropane, HFC-236ea)",'557'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/558>,"'IUPAC: 1,1,1,3,3-pentafluoropropane, PubChem CID: 68030, CAS Number: 460-73-1, in gas phase'@en",skos:Concept,"C3H3F5 (1,1,1,3,3-Pentafluoropropane, HFC-245fa)",'558'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/559>,"'IUPAC: 1,1,1,2,3,3,3-heptafluoropropane, PubChem CID: 67940, CAS Number: 431-89-0, in gas phase'@en",skos:Concept,"C3HF7 (1,1,1,2,3,3,3-Heptafluoropropane, HFC-227ea)",'559'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/560>,"'IUPAC: 1,1,1,3,3-pentafluorobutane, PubChem CID: 67884, CAS Number: 406-58-6, in gas phase'@en",skos:Concept,"C4H5F5 (1,1,1,3,3-pentafluorobutane, HFC-365mfc)",'560'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/561>,"'IUPAC: difluoromethane, PubChem CID: 6345, CAS Number: 75-10-5, in gas phase'@en",skos:Concept,"CH2F2 (difluoromethane, HFC-32)",'561'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/562>,"'IUPAC: fluoroform, PubChem CID: 6373, CAS Number: 75-46-7, in gas phase'@en",skos:Concept,"CHF3 (trifluoromethane, HFC-23)",'562'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/565>,"'Flux density of long-wave radiation (direction unspecified) at a specified level within the atmosphere, including the Earth surface. Long-wave radiation is the radiation at wavelengths greater than 3 Î¼m (3000 nm), including most of the spectrum emitted by sources at terrestrial temperatures.'@en",skos:Concept,Long-wave irradiance (direction unspecified),'565'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/566>,"'Flux density of downwelling long-wave radiation, at a specified level within the atmosphere, including the Earth surface.'@en",skos:Concept,Downward long-wave irradiance,'566'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/567>,"'Flux density of upwelling long-wave radiation, at the top of the atmosphere or at a specified level within the atmosphere, including the Earth surface.'@en",skos:Concept,Upward long-wave irradiance,'567'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/568>,"'IUPAC: azanium, PubChem CID: 223, CAS Number: 14798-03-9, in total deposition'@en",skos:Concept,NH4+ (ammonium),'568'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/569>,"'IUPAC: nitrate, PubChem CID: 943, CAS Number: 14797-55-8, in total deposition'@en",skos:Concept,NO3- (nitrate),'569'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/570>,"'IUPAC: nitrite, PubChem CID: 946, CAS Number: 14797-65-0, in total deposition'@en",skos:Concept,NO2- (nitrite),'570'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/571>,"'Flux density of diffuse short-wave solar radiation, at a specified level within the atmosphere, including the Earth surface.'@en",skos:Concept,Diffuse downward short-wave irradiance,'571'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/572>,"'Flux density of direct downwelling short-wave solar radiation, at the top of the atmosphere or at a specified level within the atmosphere, including the Earth surface.'@en",skos:Concept,Direct downward short-wave irradiance,'572'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/573>,"'Flux density of downwelling short-wave solar radiation, at the top of the atmosphere or a specified level within the atmosphere, including the Earth surface. [The term \'global (downward) shortwave irradiance\' is sometimes used to specify that this flux is the sum of direct and diffuse components.]'@en",skos:Concept,Downward short-wave irradiance,'573'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/574>,"'Flux density of upwelling short-wave radiation, at the top of the atmosphere or a specified level within the atmosphere, including the Earth surface.'@en",skos:Concept,Upward short-wave irradiance,'574'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/576>,"'IUPAC: acetate, PubChem CID: 175, CAS Number: 71-50-1, in total deposition'@en",skos:Concept,CH3COO- (acetate),'576'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/577>,"'IUPAC: formate, PubChem CID: 283, CAS Number: 71-47-6, in total deposition'@en",skos:Concept,HCOO- (formate),'577'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/578>,"'IUPAC: propanoate, PubChem CID: 104745, CAS Number: 72-03-7, in total deposition'@en",skos:Concept,C2H5COO- (propionate),'578'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/579>,''@en,skos:Concept,"Acidity-Alkalinity, TSP",'579'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/589>,"'IUPAC: 1,2-dichloro-1,1,2,2-tetrafluoroethane, PubChem CID: 6429, CAS Number: 76-14-2'@en",skos:Concept,"C2Cl2F4 (1,2-dichlorotetrafluoroethane, CFC-114)",'589'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/590>,"'IUPAC: 1,1,2-trichloro-1,2,2-trifluoroethane, PubChem CID: 6428, CAS Number: 76-13-1, in gas phase'@en",skos:Concept,"C2Cl3F3 (1,1,2-trichloro-1,2,2-trifluoroethane, CFC-113)",'590'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/591>,"'IUPAC: 1-chloro-1,1,2,2,2-pentafluoroethane, PubChem CID: 6430, CAS Number: 76-15-3, in gas phase'@en",skos:Concept,"C2ClF5 (1-chloro-1,1,2,2,2-pentafluoroethane, CFC-115)",'591'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/592>,"'IUPAC: dichloro(difluoro)methane, PubChem CID: 6391, CAS Number: 75-71-8, in gas phase'@en",skos:Concept,"CCl2F2 (dichlorodifluoromethane, CFC-12)",'592'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/593>,"'IUPAC: trichloro(fluoro)methane, PubChem CID: 6389, CAS Number: 75-69-4, in gas phase'@en",skos:Concept,"CCl3F (trichlorofluoromethane, CFC-11)",'593'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/594>,"'IUPAC: tetrachloromethane, PubChem CID: 5943, CAS Number: 56-23-5, in gas phase'@en",skos:Concept,"CCl4 (tetrachloromethane, carbon tetrachloride)",'594'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/595>,"'IUPAC: 1,1,1-trichloroethane, PubChem CID: 6278, CAS Number: 71-55-6, in gas phase'@en",skos:Concept,"CH3CCl3 (1,1,1-trichloroethane, methyl chloroform)",'595'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/597>,"'IUPAC: aluminium, PubChem CID: 5359268, CAS Number: 7429-90-5, in total deposition'@en",skos:Concept,Al (aluminium),'597'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/598>,"'IUPAC: arsenic, PubChem CID: 5359596, CAS Number: 7440-38-2, in total deposition'@en",skos:Concept,As (arsenic),'598'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/599>,"'IUPAC: cadmium, PubChem CID: 23973, CAS Number: 7440-43-9, in total deposition'@en",skos:Concept,Cd (cadmium),'599'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/600>,"'IUPAC: chromium, PubChem CID: 23976, CAS Number: 7440-47-3, in total deposition'@en",skos:Concept,Cr (chromium),'600'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/601>,"'IUPAC: cobalt, PubChem CID: 104730, CAS Number: 7440-48-4, in total deposition'@en",skos:Concept,Co (cobalt),'601'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/602>,"'IUPAC: copper, PubChem CID: 23978, CAS Number: 7440-50-8, in total deposition'@en",skos:Concept,Cu (copper),'602'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/603>,"'IUPAC: iron, PubChem CID: 23925, CAS Number: 7439-89-6, in total deposition'@en",skos:Concept,Fe (iron),'603'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/604>,"'IUPAC: lead, PubChem CID: 5352425, CAS Number: 7439-92-1, in total deposition'@en",skos:Concept,Pb (lead),'604'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/605>,"'IUPAC: manganese, PubChem CID: 23930, CAS Number: 7439-96-5, in total deposition'@en",skos:Concept,Mn (manganese),'605'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/606>,"'IUPAC: mercury, PubChem CID: 23931, CAS Number: 7439-97-6, in total deposition'@en",skos:Concept,Hg (mercury),'606'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/607>,"'IUPAC: nickel, PubChem CID: 936, CAS Number: 7440-02-1, in total deposition'@en",skos:Concept,Ni (nickel),'607'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/608>,"'IUPAC: vanadium, PubChem CID: 23990, CAS Number: 7440-62-2, in total deposition'@en",skos:Concept,V (vanadium),'608'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/609>,"'IUPAC: zinc, PubChem CID: 23994, CAS Number: 7440-66-6, in total deposition'@en",skos:Concept,Zn (zinc),'609'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/614>,"'IUPAC: chloride, PubChem CID: 312, CAS Number: 16887-00-6, in particle phase, PM1'@en",skos:Concept,"Cl- (chloride), PM1",'614'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/615>,"'IUPAC: chloride, PubChem CID: 312, CAS Number: 16887-00-6, in particle phase, PM10'@en",skos:Concept,"Cl- (chloride), PM10",'615'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/616>,"'IUPAC: chloride, PubChem CID: 312, CAS Number: 16887-00-6, in particle phase, PM2.5'@en",skos:Concept,"Cl- (chloride), PM2.5",'616'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/617>,"'IUPAC: chloride, PubChem CID: 312, CAS Number: 16887-00-6, in particle phase, TSP'@en",skos:Concept,"Cl- (chloride), TSP",'617'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/618>,"'IUPAC: fluoride, PubChem CID: 28179, CAS Number: 16984-48-8, in particle phase, TSP'@en",skos:Concept,"F- (fluoride), TSP",'618'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/619>,"'IUPAC: sulfate, PubChem CID: 1117, CAS Number: 14808-79-8, in particle phase'@en",skos:Concept,"SO4= (sulfate), corrected",'619'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/620>,"'IUPAC: sulfate, PubChem CID: 1117, CAS Number: 14808-79-8, in particle phase, TSP'@en",skos:Concept,"SO4= (sulfate), TSP",'620'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/621>,"'IUPAC: sulfate, PubChem CID: 1117, CAS Number: 14808-79-8, in particle phase, PM10'@en",skos:Concept,"SO4= (sulfate), PM10",'621'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/622>,"'IUPAC: sulfate, PubChem CID: 1117, CAS Number: 14808-79-8, in particle phase, PM2.5'@en",skos:Concept,"SO4= (sulfate), PM2.5",'622'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/623>,'Carbonaceous fraction of particulate matter that is thermally stable in an inert atmosphere to high temperatures near 4000 K and can only be gasified by oxidation starting at temperatures above 340 degC. It is assumed to be inert and non-volatile under atmospheric conditions and insoluble in any solvent. Size range: PM10'@en,skos:Concept,"Elemental carbon, PM10",'623'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/624>,'Carbonaceous fraction of particulate matter that is thermally stable in an inert atmosphere to high temperatures near 4000 K and can only be gasified by oxidation starting at temperatures above 340 degC. It is assumed to be inert and non-volatile under atmospheric conditions and insoluble in any solvent. Size range: PM1'@en,skos:Concept,"Elemental carbon, PM1",'624'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/625>,'Carbonaceous fraction of particulate matter that is thermally stable in an inert atmosphere to high temperatures near 4000 K and can only be gasified by oxidation starting at temperatures above 340 degC. It is assumed to be inert and non-volatile under atmospheric conditions and insoluble in any solvent. Size range: PM2.5'@en,skos:Concept,"Elemental carbon, PM2.5",'625'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/626>,"'Sum of elemental and organic carbon. Includes inorganic carbon, which is operationally distributed between elemental and organic carbon. Size range: PM10'@en",skos:Concept,"Total carbon, PM10",'626'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/632>,"'IUPAC: calcium(2+), PubChem CID: 271, CAS Number: 14127-61-8, in particle phase, PM10'@en",skos:Concept,"Ca++ (calcium), PM10",'632'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/633>,"'IUPAC: calcium(2+), PubChem CID: 271, CAS Number: 14127-61-8, in particle phase, PM2.5'@en",skos:Concept,"Ca++ (calcium), PM2.5",'633'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/634>,"'IUPAC: calcium(2+), PubChem CID: 271, CAS Number: 14127-61-8, in particle phase, TSP'@en",skos:Concept,"Ca++ (calcium), TSP",'634'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/635>,"'IUPAC: magnesium(2+), PubChem CID: 888, CAS Number: 22537-22-0, in particle phase, PM10'@en",skos:Concept,"Mg++ (magnesium), PM10",'635'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/636>,"'IUPAC: magnesium(2+), PubChem CID: 888, CAS Number: 22537-22-0, in particle phase, PM2.5'@en",skos:Concept,"Mg++ (magnesium), PM2.5",'636'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/637>,"'IUPAC: magnesium(2+), PubChem CID: 888, CAS Number: 22537-22-0, in particle phase, TSP'@en",skos:Concept,"Mg++ (magnesium), TSP",'637'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/638>,"'IUPAC: potassium(1+), PubChem CID: 813, CAS Number: 24203-36-9, in particle phase, PM10'@en",skos:Concept,"K+ (potassium), PM10",'638'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/639>,"'IUPAC: potassium(1+), PubChem CID: 813, CAS Number: 24203-36-9, in particle phase, PM2.5'@en",skos:Concept,"K+ (potassium), PM2.5",'639'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/640>,"'IUPAC: potassium(1+), PubChem CID: 813, CAS Number: 24203-36-9, in particle phase, TSP'@en",skos:Concept,"K+ (potassium), TSP",'640'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/641>,"'IUPAC: sodium(1+), PubChem CID: 923, CAS Number: 17341-25-2, in particle phase, PM10'@en",skos:Concept,"Na+ (sodium), PM10",'641'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/642>,"'IUPAC: sodium(1+), PubChem CID: 923, CAS Number: 17341-25-2, in particle phase, PM2.5'@en",skos:Concept,"Na+ (sodium), PM2.5",'642'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/643>,"'IUPAC: sodium(1+), PubChem CID: 923, CAS Number: 17341-25-2, in particle phase, TSP'@en",skos:Concept,"Na+ (sodium), TSP",'643'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/644>,"'IUPAC: azane, PubChem CID: 222, CAS Number: 7664-41-7, in particle phase, PM2.5'@en",skos:Concept,"NH3 (ammonia), PM2.5",'644'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/645>,"'IUPAC: azanium, PubChem CID: 223, CAS Number: 14798-03-9, in particle phase, PM10'@en",skos:Concept,"NH4+ (ammonium), PM10",'645'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/646>,"'IUPAC: azanium, PubChem CID: 223, CAS Number: 14798-03-9, in particle phase, PM2.5'@en",skos:Concept,"NH4+ (ammonium), PM2.5",'646'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/647>,"'IUPAC: azanium, PubChem CID: 223, CAS Number: 14798-03-9, in particle phase, TSP'@en",skos:Concept,"NH4+ (ammonium), TSP",'647'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/648>,"'IUPAC: ammonium nitrate, PubChem CID: 22985, CAS Number: 6484-52-2, in particle phase, TSP'@en",skos:Concept,"NH4NO4 (ammonium nitrate), TSP",'648'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/649>,"'IUPAC: ammonium nitrate, PubChem CID: 22985, CAS Number: 6484-52-2, in particle phase, PM1'@en",skos:Concept,"NH4NO3 (ammonium nitrate), PM1",'649'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/650>,"'IUPAC: nitrate, PubChem CID: 943, CAS Number: 14797-55-8, in particle phase, PM10'@en",skos:Concept,"NO3- (nitrate), PM10",'650'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/651>,"'IUPAC: nitrate, PubChem CID: 943, CAS Number: 14797-55-8, in particle phase, PM2.5'@en",skos:Concept,"NO3- (nitrate), PM2.5",'651'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/652>,"'IUPAC: nitrate, PubChem CID: 943, CAS Number: 14797-55-8, in particle phase, TSP'@en",skos:Concept,"NO3- (nitrate), TSP",'652'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/653>,"'IUPAC: nitrite, PubChem CID: 946, CAS Number: 14797-65-0, in particle phase, TSP'@en",skos:Concept,"NO2- (nitrite), TSP",'653'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/654>,'Sum of NH3 (ammonia) and NH4+ (ammonium)'@en,skos:Concept,Sum of NH3 (ammonia) and NH4+ (ammonium),'654'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/655>,'Sum of HNO3 (nitric acid) and NO3- (nitrate)'@en,skos:Concept,Sum of HNO3 (nitric acid) and NO3- (nitrate),'655'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/656>,'Major chemical components'@en,skos:Concept,Major chemical components,'656'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/657>,"'Major inorganic components, TSP'@en",skos:Concept,"Major inorganic components, TSP",'657'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/658>,"'Major inorganic components, coarse'@en",skos:Concept,"Major inorganic components, coarse",'658'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/659>,"'Major inorganic components, fine'@en",skos:Concept,"Major inorganic components, fine",'659'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/660>,"'Other chemical components, coarse'@en",skos:Concept,"Other chemical components, coarse",'660'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/661>,"'Other chemical components, fine'@en",skos:Concept,"Other chemical components, fine",'661'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/662>,"'IUPAC: acetate, PubChem CID: 175, CAS Number: 71-50-0, in particle phase, PM1'@en",skos:Concept,"C2H3O2- (CH3COO-, acetate), PM1",'662'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/663>,"'IUPAC: acetate, PubChem CID: 175, CAS Number: 71-50-0, in particle phase'@en",skos:Concept,"C2H3O2- (CH3COO-, acetate)",'663'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/664>,"'IUPAC: oxalate, PubChem CID: 71081, CAS Number: 338-70-5, in particle phase, PM1'@en",skos:Concept,"C2O4= (oxalate, ethanedioate), PM1",'664'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/665>,"'IUPAC: oxalate, PubChem CID: 71081, CAS Number: 338-70-5, in particle phase, PM10'@en",skos:Concept,"C2O4= (oxalate, ethanedioate), PM10",'665'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/666>,"'IUPAC: oxalate, PubChem CID: 71081, CAS Number: 338-70-5, in particle phase, TSP'@en",skos:Concept,"C2O4= (oxalate, ethanedioate), TSP",'666'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/667>,"'IUPAC: methanesulfonate, PubChem CID: 85257, CAS Number: 16053-58-0, in particle phase, PM1'@en",skos:Concept,"CH3O3S- (methanesulfonate), PM1",'667'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/668>,"'IUPAC: methanesulfonate, PubChem CID: 85257, CAS Number: 16053-58-0, in particle phase, TSP'@en",skos:Concept,"CH3O3S- (methanesulfonate), TSP",'668'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/669>,"'IUPAC: formate, PubChem CID: 283, CAS Number: 71-47-6, in particle phase'@en",skos:Concept,"CHO2- (HCOO-, formate)",'669'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/670>,''@en,skos:Concept,"Carbonaceous-organic material, PM10",'670'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/671>,''@en,skos:Concept,"Carbonaceous-organic material, fine",'671'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/672>,"'IUPAC: titanium, PubChem CID: 23963, CAS Number: 7440-32-6, in particle phase, TSP'@en",skos:Concept,"Ti (titanium), TSP",'672'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/673>,"'IUPAC: aluminium, PubChem CID: 5359268, CAS Number: 7429-90-5, in particle phase, PM2.5'@en",skos:Concept,"Al (aluminium), PM2.5",'673'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/674>,"'IUPAC: aluminium, PubChem CID: 5359268, CAS Number: 7429-90-5, in particle phase, TSP'@en",skos:Concept,"Al (aluminium), TSP",'674'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/675>,"'IUPAC: antimony, PubChem CID: 5354495, CAS Number: 7440-36-0, in particle phase, PM2.5'@en",skos:Concept,"Sb (antimony), PM2.5",'675'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/676>,"'IUPAC: antimony, PubChem CID: 5354495, CAS Number: 7440-36-0, in particle phase, TSP'@en",skos:Concept,"Sb (antimony), TSP",'676'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/677>,"'IUPAC: arsenic, PubChem CID: 5359596, CAS Number: 7440-38-2, in particle phase, PM10'@en",skos:Concept,"As (arsenic), PM10",'677'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/678>,"'IUPAC: arsenic, PubChem CID: 5359596, CAS Number: 7440-38-2, in particle phase, TSP'@en",skos:Concept,"As (arsenic), TSP",'678'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/679>,"'IUPAC: barium, PubChem CID: 5355457, CAS Number: 7440-39-3, in particle phase, PM2.5'@en",skos:Concept,"Ba (barium), PM2.5",'679'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/680>,"'IUPAC: barium, PubChem CID: 5355457, CAS Number: 7440-39-3, in particle phase, TSP'@en",skos:Concept,"Ba (barium), TSP",'680'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/681>,"'IUPAC: bismuth, PubChem CID: 5359367, CAS Number: 7440-69-9, in particle phase, PM2.5'@en",skos:Concept,"Bi (bismuth), PM2.5",'681'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/682>,"'IUPAC: bismuth, PubChem CID: 5359367, CAS Number: 7440-69-9, in particle phase, TSP'@en",skos:Concept,"Bi (bismuth), TSP",'682'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/683>,"'IUPAC: cadmium, PubChem CID: 23973, CAS Number: 7440-43-9, in particle phase, PM1'@en",skos:Concept,"Cd (cadmium), PM1",'683'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/684>,"'IUPAC: cadmium, PubChem CID: 23973, CAS Number: 7440-43-9, in particle phase, PM10'@en",skos:Concept,"Cd (cadmium), PM10",'684'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/685>,"'IUPAC: cadmium, PubChem CID: 23973, CAS Number: 7440-43-9, in particle phase, PM2.5'@en",skos:Concept,"Cd (cadmium), PM2.5",'685'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/686>,"'IUPAC: cadmium, PubChem CID: 23973, CAS Number: 7440-43-9, in particle phase, PM2.5 - PM10'@en",skos:Concept,"Cd (cadmium), PM2.5 - PM10",'686'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/687>,"'IUPAC: cadmium, PubChem CID: 23973, CAS Number: 7440-43-9, in particle phase, TSP'@en",skos:Concept,"Cd (cadmium), TSP",'687'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/688>,"'IUPAC: cerium, PubChem CID: 23974, CAS Number: 7440-45-1, in particle phase, PM2.5'@en",skos:Concept,"Ce (cerium), PM2.5",'688'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/689>,"'IUPAC: cerium, PubChem CID: 23974, CAS Number: 7440-45-1, in particle phase, TSP'@en",skos:Concept,"Ce (cerium), TSP",'689'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/690>,"'IUPAC: chromium, PubChem CID: 23976, CAS Number: 7440-47-3, in particle phase, TSP'@en",skos:Concept,"Cr (chromium), TSP",'690'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/691>,"'IUPAC: cobalt, PubChem CID: 104730, CAS Number: 7440-48-4, in particle phase, TSP'@en",skos:Concept,"Co (cobalt), TSP",'691'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/692>,"'IUPAC: copper, PubChem CID: 23978, CAS Number: 7440-50-8, in particle phase, PM10'@en",skos:Concept,"Cu (copper), PM10",'692'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/693>,"'IUPAC: copper, PubChem CID: 23978, CAS Number: 7440-50-8, in particle phase, TSP'@en",skos:Concept,"Cu (copper), TSP",'693'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/694>,"'IUPAC: iron, PubChem CID: 23925, CAS Number: 7439-89-6, in particle phase, TSP'@en",skos:Concept,"Fe (iron), TSP",'694'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/695>,"'IUPAC: lanthanum, PubChem CID: 23926, CAS Number: 7439-91-0, in particle phase, PM2.5'@en",skos:Concept,"La (lanthanum), PM2.5",'695'
